activity_id,branch_method,branch_time_in_child,branch_time_in_parent,experiment,experiment_id,frequency,grid,grid_label,institution_id,nominal_resolution,parent_activity_id,parent_experiment_id,parent_source_id,parent_time_units,parent_variant_label,product,realm,source_id,source_type,sub_experiment,sub_experiment_id,table_id,variable_id,variant_label,member_id,standard_name,long_name,units,vertical_levels,init_year,start_time,end_time,time_range,path,version
CMIP,Standard,0.0,3025.0,all-forcing simulation of the recent past,historical,mon,native ocean tri-polar grid,gn,CAMS,100 km,CMIP,piControl,CAMS-CSM1-0,days since 1850-01-01,r1i1p1f1,model-output,ocean,CAMS-CSM1-0,AOGCM,none,none,Omon,zos,r1i1p1f1,r1i1p1f1,sea_surface_height_above_geoid,Sea Surface Height Above Geoid,m,1,,1850-01-16 12:00:00,2014-12-16 12:00:00,1850-01-16 12:00:00-2014-12-16 12:00:00,/glade/collections/cmip/CMIP6/CMIP/CAMS/CAMS-CSM1-0/historical/r1i1p1f1/Omon/zos/gn/v20190708/zos/zos_Omon_CAMS-CSM1-0_historical_r1i1p1f1_gn_185001-201412.nc,v20190708
